tick_ts_ms,symbols_count,bytes_sent_per_client
1762758546530,3,87
1762758546630,3,87
1762758546731,3,87
1762758546832,3,87
1762758546933,3,87
1762758547033,3,87
1762758547134,3,87
1762758547235,3,87
1762758547336,3,87
1762758547437,3,87
1762758547538,3,87
1762758547639,3,87
1762758547740,3,87
1762758547841,3,87
1762758547941,3,87
1762758548042,3,87
1762758548143,3,87
1762758548244,3,87
1762758548345,3,87
1762758548445,3,87
1762758548546,3,87
1762758548647,3,87
1762758548748,3,87
1762758548849,3,87
1762758548950,3,87
1762758549051,3,87
1762758549152,3,87
1762758549252,3,87
1762758549353,3,87
1762758549454,3,87
1762758549555,3,87
1762758549656,3,87
1762758549756,3,87
1762758549858,3,87
1762758549959,3,87
1762758550060,3,87
1762758550161,3,87
1762758550262,3,87
1762758550364,3,87
1762758550465,3,87
1762758550566,3,87
1762758550666,3,87
1762758550767,3,87
1762758550868,3,87
1762758550969,3,87
1762758551070,3,87
1762758551171,3,87
1762758551272,3,87
1762758551372,3,87
1762758551473,3,87
1762758551574,3,87
1762758551675,3,87
1762758551776,3,87
1762758551877,3,87
1762758551978,3,87
1762758552079,3,87
1762758552180,3,87
1762758552281,3,87
1762758552382,3,87
1762758552483,3,87
1762758552584,3,87
1762758552685,3,87
1762758552786,3,87
1762758552887,3,87
1762758552987,3,87
1762758553088,3,87
1762758553189,3,87
1762758553290,3,87
1762758553391,3,87
1762758553492,3,87
1762758553594,3,87
1762758553694,3,87
1762758553796,3,87
1762758553897,3,87
1762758553998,3,87
1762758554098,3,87
1762758554199,3,87
1762758554300,3,87
1762758554401,3,87
1762758554502,3,87
1762758554603,3,87
1762758554704,3,87
1762758554805,3,87
1762758554906,3,87
1762758555007,3,87
1762758555109,3,87
1762758555210,3,87
1762758555311,3,87
1762758555412,3,87
1762758555513,3,87
1762758555614,3,87
1762758555715,3,87
1762758555816,3,87
1762758555917,3,87
1762758556018,3,87
1762758556119,3,87
1762758556220,3,87
1762758556321,3,87
1762758556421,3,87
1762758556522,3,87
1762758556624,3,87
1762758556724,3,87
1762758556825,3,87
1762758556927,3,87
